id,equ_id,location,subdistric,distric,provine,lat,lng
1,CA01,ตรงข้ามที่ทำการกองทุนหมู่บ้าน บ้านใหม่หินเรียง,วังตะเคียน,หนองมะโมง,ชัยนาท,15.30569,99.81876
2,CA02,โรงเรียนวัดโพธิ์ประสิทธิ์,หาดอาษา,สรรพยา,ชัยนาท,15.13909,100.25203
3,CB01,บ้านละว้าวังควาย(บริเวณวัด),วังยาว,ด่านช้าง,สุพรรณบุรี,14.85798,99.39802
4,CB02,บ้านเลขที่ 32/1 บ้านกกตาล ม.9,ห้วยขมิ้น,ด่านช้าง,สุพรรณบุรี,14.96203,99.55334
5,CC01,ที่ว่าการอำเภอเมืองลพบุรี,ทะเลชุบศร,เมือง,ลพบุรี,14.79838,100.65306
6,CC02,ที่ว่าการอำเภอชัยบาดาล,ลำนารายณ์,ชัยบาดาล,ลพบุรี,15.20594,101.13691
7,CD01,เทศบาลตำบลทองผาภูมิ,ทองผาภูมิ,ทองผาภูมิ,กาญจนบุรี,14.74375,98.63319
8,CD02,เทศบาลตำบลเอราวัณ,เอราวัณ,ศรีสวัสดิ์,กาญจนบุรี,14.38365,99.13776
9,CD03,เทศบาลเมืองกาญจนบุรี,บ้านเหนือ,เมือง,กาญจนบุรี,14.02126,99.52745
10,CD06,บริเวณใกล้ถังประปา คพต. ม.4,วังดัง,เมือง,กาญจนบุรี,14.13534,99.33951
11,CD07,เทศบาลตำบลลาดหญ้า,ลาดหญ้า,เมือง,กาญจนบุรี,14.1026,99.42197
12,CD08,เขื่อนท่าทุ่งนา,ช่องสะเดา,เมือง,กาญจนบุรี,14.22953,99.23935
13,CD09,ที่ทำการอำเภอไทรโยค,ลุ่มสุ่ม,ไทรโยค,กาญจนบุรี,14.11447,99.1447
14,CE01,บ้านสระนำ ม.2,บ้านไร่,บ้านไร่,อุทัยธานี,15.06238,99.505139
15,CE02,บ้านไซเบอร์ ม.1,ทองหลาง,ห้วยคต,อุทัยธานี,15.31163,99.45358
16,CF01,สำนักฆ์สุทธิธรรมรังษี (ผาปก),สวนผึ้ง,สวนผึ้ง,ราชบุรี,13.57121,99.22865
17,CF02,อบต.บ้านคา,บ้านคา,บ้านคา,ราชบุรี,13.4308,99.40961
18,CF03,ที่ทำการผู้ใหญ่บ้าน ม.4 บ้านไทยประจัน (ผญบ.สุพล),ยางหัก,ปากท่อ,ราชบุรี,13.27773,99.5594
19,CG01,เขาน้อย,สาริกา,เมือง,นครนายก,14.3228,101.29383
20,CG02,ที่ทำการ อบต.ป่าขะ,ป่าขะ,บ้านนา,นครนายก,14.30136,101.07044
21,CG03,บ้านกำนัน,นาหินลาด,ปากพลี,นครนายก,14.2308,101.36517
22,CJ03,ประปาหมู่บ้าน ม.2,น้ำเต้า,บางบาล,พระนครศรีอยุธยา,14.3263,100.44847
23,CJ04,ทต.บางปะหัน,บางปะหัน,บางปะหัน,พระนครศรีอยุธยา,14.46197,100.54561
24,CP02,องค์การบริหารส่วนตาบลบุพราหมณ์,บุพราหมณ์,นาดี,ปราจีนบุรี,14.28135,101.89706
25,EA01,วัดถ้ำยายปริก บ้านศาลเจ้าเก๋ง,ทําเทววงษ์,เกาะสีชัง,ชลบุรี,13.15635,100.8088
26,EA02,บริเวณหาดตาแหวน,นาเกลือ,บางละมุง,ชลบุรี,12.92777,100.78128
27,EA03,หาดจอมเทียน พัทยาใต้,หนองปรือ,บางละมุง,ชลบุรี,12.89143,100.87372
28,EA04,สำนักงานเทศบาลเมืองแสนสุข,แหลมแท่น,เมือง,ชลบุรี,13.2882,100.91309
29,EA05,สำนักงานเทศบาลตำบลบางทราย,บางทราย,เมือง,ชลบุรี,13.38435,100.98505
30,EB01,บ้านเขาสำเภาทอง ต.เพ อ.เมือง,เพ,เมือง,ระยอง,12.64557,101.41148
31,EB02,บ้านกรอกยายชา ต.เนินพระ อ.เมือง,เนินพระ,เมือง,ระยอง,12.68298,101.21121
32,EB03,ชุมชนตากวน-อ่าวประดู่ เขตเทศบาลเมืองมาบตาพุต,ห้วยโป่ง,เมือง,ระยอง,12.67402,101.17201
33,EB07,เทศบาลนครระยอง,ท่าประดู่,เมือง,ระยอง,12.66084,101.26081
34,EC01,บ้านทุ่งเพล,ฉมัน,มะขาม,จันทบุรี,12.84668,102.23127
35,EC02,บ้านแกลง ม10.,วังแซ้ม,มะขาม,จันทบุรี,12.78277,102.17756
36,EC03,ม. 6 ต.คลองพลู,คลองพลู,เขาคิชฌกูฏ,จันทบุรี,12.96821,102.07054
37,EC04,ชายหาดแหลมสิงห์,ปากน้ำแหลมสิงห์,แหลมสิงห์,จันทบุรี,12.4786,102.06792
38,EC05,ศาลาประจำหมู่บ้าน ม.5,คลองขุด,ท่าใหม่,จันทบุรี,12.55094,101.9253
39,EC09,ศูนย์ศึกษาการพัฒนาอ่าวคุ้งกระเบน,คลองขุด,ท่าใหม่,จันทบุรี,12.56907,101.90047
40,ED01,บ้านไก่แบ้ ม.4,เกาะช้าง,เกาะช้าง,ตราด,12.02083,102.29218
41,ED02,ม.7 บ้านทุ่งกระบอก,สะตอ,เขาสมิง,ตราด,12.53466,102.46923
42,ED03,วัดท่าน้ำล่าง ม.3,หนองบอน,บ่อไร่,ตราด,12.68134,102.46712
43,ED07,หาดบานชื่น,ไม้รูด,คลองใหญ่,ตราด,11.89957,102.78313
44,EE01,บ้านหุบเฉลา ม.8,เขากระปุก,ท่ายาง,เพชรบุรี,12.66298,99.6679
45,EE02,บ้านหนองน้ำดำ ม.4,ห้วยแม่เพรียง,แก่งกระจาน,เพชรบุรี,12.78707,99.56819
46,EE03,ขายหาดชะอำ (ข้างจุดชมวิว),ชะอำ,ชะอำ,เพชรบุรี,12.79389,99.9837
47,EE04,อบต.บางแก้ว,บางแก้ว,บ้านแหลม,เพชรบุรี,13.10927,100.06203
48,EE05,ข้างโรงแรมธนัฐธิชา เลค รีสอร์ท แอนด์ สปา,หนองหญ้าปล้อง,หนองหญ้าปล้อง,เพชรบุรี,13.18289,99.68008
49,EE06,โรงเรียนอนุบาลแก้วปัญญา เฉลิมพระเกียรติ 84 พรรษา,หนองชุมพล,เขาย้อย,เพชรบุรี,13.28926,99.81237
50,EF01,ชายหาดทางลงโรงแรมโซฟิเทล,หนองแก,หัวหิน,ประจวบคีรีขันธ์,12.56711,99.96295
51,EF02,บ้านปากน้ำปราณ ม.2,ปากน้ำปราณ,ปราณบุรี,ประจวบคีรีขันธ์,12.39712,99.99514
52,EF03,บ้านดอนสำราญ ม.1,แม่รำพึง,บางสะพาน,ประจวบคีรีขันธ์,11.20343,99.56171
53,EF04,ศาลาเอนกประสงค์ บ้านในล็อค ม.8,ทองมงคล,บางสะพาน,ประจวบคีรีขันธ์,11.18093,99.35519
54,EF05,บ้านวิ่งน้อย ม.8,สามกระทาย,กุยบุรี,ประจวบคีรีขันธ์,12.20189,99.80016
55,EF06,บ้านฟ้าประทาน,ห้วยสัตว์ใหญ่,หัวหิน,ประจวบคีรีขันธ์,11.51795,99.63789
56,EF07,ศาลาเอนกประสงค์บ้านช่องขวาง,ทับสะแก,ทับสะแก,ประจวบคีรีขันธ์,12.26837,99.76816
57,EF08,ศาลาเอนกประสงค์กลางหมู่บ้าน บ้านหนองเป่าปี่ ม.3,ศาลาลัย,สามร้อยยอด,ประจวบคีรีขันธ์,12.54576,99.53888
58,EF09,วัดวังมะเดือ,ห้วยทราย,เมือง,ประจวบคีรีขันธ์,11.7006,99.65981
59,EF10,ตรงข้าม อบต.วังก์พง,วังก์พง,ปราณบุรี,ประจวบคีรีขันธ์,12.40721,99.95257
60,EG01,หน้าสนามกีฬาอนุกูล บ้านบน ม.5,ปากน้ำ,เมือง,ชุมพร,10.43658,99.24394
61,EG02,หน้าสถานีวิทยุชุมชน ม.3,ปากน้ำ,หลังสวน,ชุมพร,10.43645,99.24429
62,EG03,บริเวณ ธ.ก.ส. สาขาปะทิว(เทศบาลตำบลสะพลีเดิม),สะพลี,ปะทิว,ชุมพร,10.58745,99.28069
63,EG06,อบต.ละแม,ละแม,ละแม,ชุมพร,9.76455,99.08622
64,EG07,อบต.ปากทรง,ปากทรง,พะโต๊ะ,ชุมพร,9.77515,98.69318
65,EG09,บ้านฉานเรน ม10.,ตะโก,ทุ่งตะโก,ชุมพร,10.07521,98.96364
66,EG10,บ้านปากน้ำละแม ม.1,ละแม,ละแม,ชุมพร,9.79237,99.13698
67,EG11,บ้านพันวาล 4 ม.20,รับร่อ,ท่าแซะ,ชุมพร,10.79587,98.97779
68,EG12,บ้านหาดทรายรี ม.8,ท่าหิน,สวี,ชุมพร,10.19246,99.18577
69,EH01,หาดเฉวง ม.2,บ่อผุด,เกาสมุย,สุราษฎร์ธานี,9.52335,100.05687
70,EH02,วัดเขาสุวรรณประดิษฐ์,ตอนสัก,ดอนสัก,สุราษฎร์ธานี,9.31915,99.68459
71,EH03,ท่าเทียบเรือท้องศาลา (ด้านหลังที่ทำการไปรษณีย์เกาะพะงัน),เกาะพะงัน,เกาะพะงัน,สุราษฎร์ธานี,9.70856,99.98793
72,EH04,ที่ทำการ อ.เกาะพะงัน ส่วนหน้า,เกาะเต่า,เกาะพะงัน,สุราษฎร์ธานี,10.07306,99.8289
73,EH05,บ้านแหลมโพธิ์,พุมเรียง,ไชยา,สุราษฎร์ธานี,9.37478,99.27046
74,EH09,บริเวณบ้านกำนัน,ตะกุกใต้,วิภาวดี,สุราษฎร์ธานี,9.12958,98.97438
75,EH10,อบต.น้ำหัก,น้ำหัก,คีรีรัตน์นิคม,สุราษฎร์ธานี,9.13485,98.95557
76,EJ01,บ้านในเพลา ม.8,ขนอม,ขนอม,นครศรีธรรมราช,9.12983,99.876
77,EJ02,บ้านคอเขา หมู่ 2,ขนอม,ขนอม,นครศรีธรรมราช,9.19953,99.8748
78,EJ03,บ้านแขวเภา ม.2,ท้องเนียน,ขนอม,นครศรีธรรมราช,9.2815,99.84373
79,EJ06,เทศบาลตำบลหน้าสตน,หน้าสตน,หัวไทร,นครศรีธรรมราช,8.02528,100.3167
80,EJ07,อบต. ท่าศาลา,ท่าศาลา,ท่าศาลา,นครศรีธรรมราช,8.66304,99.92796
81,EJ08,ศูนย์พัฒนาเด็กเล็ก เขาน้อยม 3,เขาน้อย,สิชล,นครศรีธรรมราช,8.9373,99.69946
82,EJ09,บ้านปลายอวน ม.5,พรหมโลก,พรหมคีรี,นครศรีธรรมราช,8.50888,99.80421
83,EJ10,องค์การบริหารส่วนตาบลกำโลน,กำโลน,ลานสกา,นครศรีธรรมราช,8.40798,99.79508
84,EK01,มัสยิดต้นสำหม้ง บ้านโคกไทร หมู่ที่ 1,คลองเฉลิม,กงหรา,พัทลุง,7.37969,99.96098
85,EK02,วัดป่าสน บ้านเขาคราม ม.10,บ้านนา,ศรีนครินทร์,พัทลุง,7.53,99.87608
86,EK05,องค์การบริหารส่วนตาบลชะมวง,ชะมวง,ควนขนุน,พัทลุง,7.74878,99.97958
87,EL01,ลานดนตรีหาดชลาทัศน์ (เขตเทศบาล),บ่อยาง,เมือง,สงขลา,7.19616,100.60721
88,EL02,บ้านปึก ม.10,นาทับ,จะนะ,สงขลา,7.09217,100.67961
89,EL06,บริเวณข้างศูนย์พัฒนาเด็กเล็ก บ้านบ่อโซน 11.7,สะกอม,จะนะ,สงขลา,6.95153,100.81199
90,EL07,หาดมหาราช,จะทิ้งพระ,สทิงพระ,สงขลา,7.47547,100.44519
91,EL08,โรงเรียนบ้านบาโหย ต.บาโหย อ.สะบ้าย้อย,บาโหย,สะบ้าย้อย,สงขลา,6.42045,100.91929
92,EL09,ริมหาดแก้วรีสอร์ท,ชิงโค,สิงหนคร,สงขลา,7.252599,100.550654
93,EM01,ร.ร.วัดหน้าถ้ำ บ้านหน้าถ้ำ ม.1,หน้าถ้า,เมือง,ยะลา,6.52704,101.22279
94,EM04,อบต. ตะโละหะลอ,ตะโละหะลอ,รามัน,ยะลา,6.4758,101.48597
95,EM05,อบต. ตาเนาะแมเราะ,ตาเนาะแมเราะ,เบตง,ยะลา,5.813722,101.08869
96,EM06,สวนสาธารณะ เย็นศิระ 3 ม.4,ตาเซะ,เมือง,ยะลา,6.674,101.28603
97,EN01,เทศบาลตำบลรูสะมิแล ม.6,รูสะมิแล,เมือง,ปัตตานี,6.89484,101.24669
98,ENO4,ชายหาดวาสุกรี,ตะลุบัน,สายบุรี,ปัตตานี,6.70833,101.64259
99,EN05,อบต.ตะโละกาโปร์,ตะโละกาโปร์,ยะหริง,ปัตตานี,6.89019,101.38541
100,EN06,ม.2,ปะกาฮะรัง,เมือง,ปัตตานี,6.83011,101.24569
101,EP01,หาดนราทัศน์,บางนาค,เมือง,นราธิวาส,6.44852,101.82106
102,EP04,บ้านทอนนาอืม ม12.,โคกเคียน,เมือง,นราธิวาส,6.53947,101.7494
103,EP05,อบต.ไพรวัน (หลังใหม่),ไพรวัน,ตากใบ,นราธิวาส,6.31781,101.96751
104,ET01,โรงเรียนบ้านวังรี,เขาฉกรรจ์,เขาฉกรรจ์,สระแก้ว,13.72308,102.08722
105,ET02,ป้ายทางเข้าอุทยานแห่งชาติปางสีดา,ท่าแยก,เมือง,สระแก้ว,13.97827,102.20292
106,FA01,หลังอาคารกองร้อย อส. อ.ปาย ที่ 4,เวียงใต้,ปาย,แม่ฮ่องสอน,19.35931,98.43967
107,FA02,หน่วยบริการประชาชน สตช. บ้านห้วยกุ้ง,ป่าโป่ง,สบเมย,แม่ฮ่องสอน,18.15047,98.132
108,FA03,วัดพระธาตุจอมมอญ บ้านพะมอลอ ม.9,บ้านกาศ,แม่สะเรียง,แม่ฮ่องสอน,18.18652,97.92088
109,FA04,สถานีสำรวจพลังงานลม บ้านหมอกจำแป่,หมอกจำแป่,เมือง,แม่ฮ่องสอน,19.43413,97.96616
110,FB01,บริเวณองค์การบริหารส่วนตำบลปากแคว (หลังเก่า) ริมแม่น้ำยม หมู่ที่ 1,ปากแคว,เมือง,สุโขทัย,17.02305,99.81905
111,FB02,บ้านน้ำตกสายรุ้ง หมู่ที่ 4,บ้านน้ำพุ,คีรีมาศ,สุโขทัย,16.82379,99.63163
112,FB03,ห้วยตม ต.บ้านตึก หมู่ที่ 7,บ้านตึก,ศรีสัชนาลัย,สุโขทัย,17.6697,99.9313
113,FB04,ศรีคีรีมาศ,ศรีคีรีมาศ,คีรีมาศ,สุโขทัย,16.84203,99.77258
114,FB05,บ้านโฟมประดู่ หมู่ 2,ศรีคีรีมาศ,คีรีมาศ,สุโขทัย,16.85241,99.7401
115,FB06,องค์การบริหารส่วนตำบลแม่สิน,แม่สิน,ศรีสัชนาลัย,สุโขทัย,17.71191,99.6088
116,FB07,วัดป่าคา,บ้านแก่ง,ศรีสัชนาลัย,สุโขทัย,17.55042,99.50598
117,FB08,องค์การบริหารส่วนตำบลกลางดง,กลางดง,ทุ่งเสลี่ยม,สุโขทัย,17.33359,99.53618
118,FC01,สุสานบ้านเด่น,วัดเกต,เมือง,เชียงใหม่,18.76953,99.00738
119,FC02,ข้างสำนักงานแขวงแม็งราย,ช้างคลาน,เมือง,เชียงใหม่,18.775,98.99521
120,FC03,โรงแรมอิมพิเรียลแม่ปิ,ช้างคลาน,เมือง,เชียงใหม่,18.78223,98.99683
121,FC04,บ้านยางหลวง,ท่าผา,แม่แจ่ม,เชียงใหม่,18.47365,98.37432
122,FC05,บริเวณวัดจอมแจ้ง,แม่ตื่น,อมก๋อย,เชียงใหม่,17.40592,98.46243
